"id";"winerys";"wine";"winetype";"country region";"averages";"reviews";"images"
"38";"Dom Pérignon";"P2 Plénitude Brut Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"4036 ratings";"https://images.vivino.com/thumbs/n5By4_iWSS2Zmf7anQtL_Q_pb_x300.png"
"39";"Dom Pérignon";"Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"2417 ratings";"https://images.vivino.com/thumbs/s5aXYaQiTu-V_xEYI3KXRg_pb_x300.png"
"40";"Dom Pérignon";"Brut Champagne 1998";"Sparkling";"France
·
Champagne";"4.7";"2282 ratings";"https://images.vivino.com/thumbs/s5aXYaQiTu-V_xEYI3KXRg_pb_x300.png"
"41";"Krug";"Collection Brut Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"1782 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"42";"Jacques Selosse";"Substance Blanc de Blancs Brut Champagne Grand Cru 'Avize' N.V.";"Sparkling";"France
·
Champagne Grand Cru 'Avize'";"4.7";"1726 ratings";"https://images.vivino.com/thumbs/4qjMPPbiQda_57Qct7cX-g_pb_x300.png"
"43";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"1537 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"44";"Dom Pérignon";"P2 Plénitude Brut Champagne 1998";"Sparkling";"France
·
Champagne";"4.7";"1449 ratings";"https://images.vivino.com/thumbs/n5By4_iWSS2Zmf7anQtL_Q_pb_x300.png"
"45";"Dom Pérignon";"Oenothèque Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"1214 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"46";"Salon";"Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1999";"Sparkling";"France
·
Champagne";"4.7";"1106 ratings";"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png"
"47";"Dom Pérignon";"P2 Plénitude Brut Champagne 2000";"Sparkling";"France
·
Champagne";"4.7";"1071 ratings";"https://images.vivino.com/thumbs/n5By4_iWSS2Zmf7anQtL_Q_pb_x300.png"
"48";"Salon";"Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1997";"Sparkling";"France
·
Champagne";"4.7";"900 ratings";"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png"
"49";"Krug";"Brut Champagne 2002";"Sparkling";"France
·
Champagne";"4.7";"828 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"50";"Dom Pérignon";"Brut Rosé Champagne 2000";"Sparkling";"France
·
Champagne";"4.7";"736 ratings";"https://images.vivino.com/thumbs/VhLkvaMQT9ydS3DIy19kJw_pb_x300.png"
"51";"Bollinger";"Vieilles Vignes Françaises Blanc de Noirs Brut Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"711 ratings";"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png"
"52";"Salon";"Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"693 ratings";"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png"
"53";"Krug";"Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"568 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"54";"Louis Roederer";"Cristal Brut Champagne (Millésimé) 1999";"Sparkling";"France
·
Champagne";"4.7";"457 ratings";"https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_x300.png"
"55";"Taittinger";"Comtes de Champagne Blanc de Blancs 1998";"Sparkling";"France
·
Champagne";"4.7";"457 ratings";"https://images.vivino.com/thumbs/5DnUGr-_SwOGKMxb1KuuGA_pb_x300.png"
"56";"Jacques Selosse";"Millésime Extra Brut Champagne Grand Cru N.V.";"Sparkling";"France
·
Champagne Grand Cru";"4.7";"452 ratings";"https://images.vivino.com/thumbs/VjabAwzhSViJtNhYcHtS7A_pb_x300.png"
"57";"Krug";"Brut Champagne 1990";"Sparkling";"France
·
Champagne";"4.7";"440 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"58";"Dom Pérignon";"Oenothèque Brut Champagne 1998";"Sparkling";"France
·
Champagne";"4.7";"428 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"59";"Krug";"Brut Champagne 1988";"Sparkling";"France
·
Champagne";"4.7";"392 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"60";"Louis Roederer";"Cristal Rosé Brut Champagne (Millésimé) 2005";"Sparkling";"France
·
Champagne";"4.7";"388 ratings";"https://images.vivino.com/thumbs/QcdE7SdeR3G1nzcAS4Scgg_pb_x300.png"
"61";"Louis Roederer";"Cristal Brut Champagne (Millésimé) 1996";"Sparkling";"France
·
Champagne";"4.7";"355 ratings";"https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_x300.png"
"62";"Dom Pérignon";"Oenothèque Brut Champagne 1995";"Sparkling";"France
·
Champagne";"4.7";"346 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"63";"Jacques Selosse";"Lieux-dits La Cote Faron Extra Brut Champagne Grand Cru 'Aÿ' N.V.";"Sparkling";"France
·
Champagne Grand Cru 'Aÿ'";"4.7";"317 ratings";"https://images.vivino.com/thumbs/UOIohsiJRVOwUxC6u3sJOg_pb_x300.png"
"64";"Dom Pérignon";"P3 Plénitude Brut Champagne 2006";"Sparkling";"France
·
Champagne";"4.7";"289 ratings";"https://images.vivino.com/thumbs/URFBcLe4TNar72CXLie8Kg_pb_x300.png"
"65";"Salon";"Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1995";"Sparkling";"France
·
Champagne";"4.7";"231 ratings";"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png"
"66";"Louis Roederer";"Cristal Rosé Brut Champagne (Millésimé) 2004";"Sparkling";"France
·
Champagne";"4.7";"229 ratings";"https://images.vivino.com/thumbs/QcdE7SdeR3G1nzcAS4Scgg_pb_x300.png"
"67";"Krug";"Collection Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"219 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"68";"Louis Roederer";"Cristal Rosé Brut Champagne (Millésimé) 1999";"Sparkling";"France
·
Champagne";"4.7";"197 ratings";"https://images.vivino.com/thumbs/QcdE7SdeR3G1nzcAS4Scgg_pb_x300.png"
"69";"Veuve Clicquot";"La Grande Dame Brut Rosé Champagne 1998";"Sparkling";"France
·
Champagne";"4.7";"165 ratings";"https://images.vivino.com/thumbs/pON9usEiTWKCbLmuwo9IaA_pb_x300.png"
"70";"Piper-Heidsieck";"Rare Brut Champagne (Millesimé) 1998";"Sparkling";"France
·
Champagne";"4.7";"158 ratings";"https://images.vivino.com/thumbs/Pmf8xNZHRfWYUZ-ErPJ-xw_pb_x300.png"
"71";"Krug";"Brut Champagne 1985";"Sparkling";"France
·
Champagne";"4.7";"154 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"72";"Dom Pérignon";"Oenothèque Brut Champagne 1993";"Sparkling";"France
·
Champagne";"4.7";"151 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"73";"Krug";"Collection Brut Champagne 1989";"Sparkling";"France
·
Champagne";"4.7";"146 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"74";"Jacques Selosse";"Millésime Extra Brut Champagne Grand Cru 2005";"Sparkling";"France
·
Champagne Grand Cru";"4.7";"143 ratings";"https://images.vivino.com/thumbs/VjabAwzhSViJtNhYcHtS7A_pb_x300.png"
"75";"Salon";"Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1988";"Sparkling";"France
·
Champagne";"4.7";"127 ratings";"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png"
"76";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1990";"Sparkling";"France
·
Champagne";"4.7";"120 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"77";"Bollinger";"Vieilles Vignes Françaises Blanc de Noirs Brut Champagne 2004";"Sparkling";"France
·
Champagne";"4.7";"118 ratings";"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png"
"78";"Jacques Selosse";"Millésime Extra Brut Champagne Grand Cru 2002";"Sparkling";"France
·
Champagne Grand Cru";"4.7";"106 ratings";"https://images.vivino.com/thumbs/VjabAwzhSViJtNhYcHtS7A_pb_x300.png"
"79";"Krug";"Clos d'Ambonnay Blanc de Noirs Brut Champagne 2000";"Sparkling";"France
·
Champagne";"4.7";"100 ratings";"https://images.vivino.com/thumbs/DPq0ayGPR4SBeTDsYzLiiA_pb_x300.png"
"80";"Dom Pérignon";"P2 Plénitude Brut Rosé Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"95 ratings";"https://images.vivino.com/thumbs/qYsRxC1qRY-Xvu6VmhMJCA_pb_x300.png"
"81";"Rockford";"Black Shiraz 2018";"Sparkling";"Australia
·
Barossa Valley";"4.7";"93 ratings";"https://images.vivino.com/thumbs/Y5yfC3QRRVKRKXJN-bHeGQ_pb_x300.png"
"82";"Krug";"Brut Rosé Champagne 1998";"Sparkling";"France
·
Champagne";"4.7";"92 ratings";"https://images.vivino.com/thumbs/u8kjWpe6Q2WxJqXS2tWcyw_pb_x300.png"
"83";"Dom Pérignon";"Brut Rosé Champagne 1993";"Sparkling";"France
·
Champagne";"4.7";"91 ratings";"https://images.vivino.com/thumbs/VhLkvaMQT9ydS3DIy19kJw_pb_x300.png"
"84";"Bollinger";"Vieilles Vignes Françaises Blanc de Noirs Brut Champagne 2002";"Sparkling";"France
·
Champagne";"4.7";"90 ratings";"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png"
"85";"Jacques Selosse";"Millésime Extra Brut Champagne Grand Cru 2003";"Sparkling";"France
·
Champagne Grand Cru";"4.7";"87 ratings";"https://images.vivino.com/thumbs/VjabAwzhSViJtNhYcHtS7A_pb_x300.png"
"86";"Veuve Clicquot";"Privée Brut Champagne 1989";"Sparkling";"France
·
Champagne";"4.7";"87 ratings";"https://images.vivino.com/thumbs/esk8UGj7RA6cv50SJSzTlA_pb_x300.png"
"87";"Dom Pérignon";"Oenothèque Brut Champagne 1990";"Sparkling";"France
·
Champagne";"4.7";"86 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"88";"Krug";"Collection Brut Champagne 1985";"Sparkling";"France
·
Champagne";"4.7";"85 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"89";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1995";"Sparkling";"France
·
Champagne";"4.7";"80 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"90";"Dom Pérignon";"Brut Champagne 2014";"Sparkling";"France
·
Champagne";"4.7";"79 ratings";"https://images.vivino.com/thumbs/s5aXYaQiTu-V_xEYI3KXRg_pb_x300.png"
"91";"Deutz";"Amour de Deutz Millésime Brut Champagne 2000";"Sparkling";"France
·
Champagne";"4.7";"74 ratings";"https://images.vivino.com/thumbs/pDBSsgOMTuOLjzy_DG2VcA_pb_x300.png"
"92";"Dom Pérignon";"P2 Plénitude Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"70 ratings";"https://images.vivino.com/thumbs/n5By4_iWSS2Zmf7anQtL_Q_pb_x300.png"
"93";"Krug";"Brut Champagne 1982";"Sparkling";"France
·
Champagne";"4.7";"70 ratings";"https://images.vivino.com/thumbs/hHWcWh-GS52nYUL9t0Yy-Q_pb_x300.png"
"94";"Taittinger";"Comtes de Champagne Blanc de Blancs 1990";"Sparkling";"France
·
Champagne";"4.7";"70 ratings";"https://images.vivino.com/thumbs/5DnUGr-_SwOGKMxb1KuuGA_pb_x300.png"
"95";"Bollinger";"Vieilles Vignes Françaises Blanc de Noirs Brut Champagne 2005";"Sparkling";"France
·
Champagne";"4.7";"69 ratings";"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png"
"96";"Bollinger";"Vieilles Vignes Françaises Blanc de Noirs Brut Champagne 2006";"Sparkling";"France
·
Champagne";"4.7";"63 ratings";"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png"
"97";"Charles Heidsieck";"Blanc des Millenaires Millésime Brut Champagne 1983";"Sparkling";"France
·
Champagne";"4.7";"58 ratings";"https://images.vivino.com/thumbs/rgfSN2TaTluKQDDGcd2v2Q_pb_x300.png"
"98";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1989";"Sparkling";"France
·
Champagne";"4.7";"57 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"99";"Ferrari";"'Giulio Ferrari' Riserva del Fondatore 1995";"Sparkling";"Italy
·
Trento";"4.7";"53 ratings";"https://images.vivino.com/thumbs/Um2BgaKESWqOWlc9GTQzkA_pb_x300.png"
"100";"Krug";"Collection Brut Champagne 2002";"Sparkling";"France
·
Champagne";"4.7";"52 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"101";"Dom Pérignon";"Oenothèque Brut Champagne 1970";"Sparkling";"France
·
Champagne";"4.7";"52 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"102";"Krug";"Collection Brut Champagne 1988";"Sparkling";"France
·
Champagne";"4.7";"52 ratings";"https://images.vivino.com/thumbs/ECz-28QOTx-JgpyjS9JtPg_pb_x300.png"
"103";"Mestres";"Mas Via Gran Reserva Brut 2000";"Sparkling";"Spain
·
Cava";"4.7";"50 ratings";"https://images.vivino.com/thumbs/iPg_mL8_TzuC88hN1zSg1A_pb_x300.png"
"104";"Jacquesson";"Vauzelle Terme Extra Brut Aÿ Champagne 2004";"Sparkling";"France
·
Champagne";"4.7";"46 ratings";"https://images.vivino.com/thumbs/6gK2EDXOSPGqhy8W5CW24A_pb_x300.png"
"105";"Dom Pérignon";"Brut Rosé Champagne 1985";"Sparkling";"France
·
Champagne";"4.7";"45 ratings";"https://images.vivino.com/thumbs/VhLkvaMQT9ydS3DIy19kJw_pb_x300.png"
"106";"Schramsberg";"J. Schram Brut 2010";"Sparkling";"United States
·
North Coast";"4.7";"43 ratings";"https://images.vivino.com/thumbs/4NLjpfRDSeaCN147hSePKA_pb_x300.png"
"107";"Krug";"Brut Rosé Champagne 2004";"Sparkling";"France
·
Champagne";"4.7";"40 ratings";"https://images.vivino.com/thumbs/u8kjWpe6Q2WxJqXS2tWcyw_pb_x300.png"
"108";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1992";"Sparkling";"France
·
Champagne";"4.7";"40 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"109";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1986";"Sparkling";"France
·
Champagne";"4.7";"40 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"110";"Schramsberg";"J. Schram Brut Rosé 2010";"Sparkling";"United States
·
North Coast";"4.7";"40 ratings";"https://images.vivino.com/thumbs/VyG4h_8mT5Sg3VtNJZSuMg_pb_x300.png"
"111";"Dom Pérignon";"Oenothèque Brut Champagne 1973";"Sparkling";"France
·
Champagne";"4.7";"39 ratings";"https://images.vivino.com/thumbs/-2XJ5LS9T0uFnEuseMmNvg_pb_x300.png"
"112";"Billecart-Salmon";"Brut Rosé Champagne 2009";"Sparkling";"France
·
Champagne";"4.7";"38 ratings";"https://images.vivino.com/thumbs/-opcqUgCRj6GRgeLVaxIUQ_pb_x300.png"
"113";"Krug";"Clos du Mesnil Blanc de Blancs Brut Champagne 1988";"Sparkling";"France
·
Champagne";"4.7";"38 ratings";"https://images.vivino.com/thumbs/xtWMPmF6RtKFoWz3kpxz4Q_pb_x300.png"
"114";"Dom Pérignon";"P2 Plénitude Brut Rosé Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"36 ratings";"https://images.vivino.com/thumbs/qYsRxC1qRY-Xvu6VmhMJCA_pb_x300.png"
"115";"Mandois";"Le Clos Champagne N.V.";"Sparkling";"France
·
Champagne";"4.7";"36 ratings";"https://images.vivino.com/thumbs/Y__eccqYSdKpqKG133vJSw_pb_x300.png"
"116";"De Venoge";"Blanc de Blancs Brut Champagne 1996";"Sparkling";"France
·
Champagne";"4.7";"34 ratings";"https://images.vivino.com/thumbs/3YfeUUAETO-YoVfw-a2-mA_pb_x300.png"
"117";"Dom Pérignon";"Brut Champagne 1959";"Sparkling";"France
·
Champagne";"4.7";"34 ratings";"https://images.vivino.com/thumbs/s5aXYaQiTu-V_xEYI3KXRg_pb_x300.png"
"118";"Philipponnat";"Clos des Goisses Juste Rosé Brut Champagne 2005";"Sparkling";"France
·
Champagne";"4.7";"34 ratings";"https://images.vivino.com/thumbs/t7PSkyZpSaK1xvPSr_hglw_pb_x300.png"
"119";"Vve Fourny & Fils";"Cuvée du Clos Notre Dame Brut Champagne Premier Cru 2006";"Sparkling";"France
·
Champagne Premier Cru";"4.7";"33 ratings";"https://images.vivino.com/thumbs/2AO4Oa-kRcWihnWkcN5DQw_pb_x300.png"
"120";"Jacques Selosse";"Initial Blanc de Blancs Brut Champagne Grand Cru 'Avize' 1998";"Sparkling";"France
·
Champagne Grand Cru 'Avize'";"4.7";"33 ratings";"https://images.vivino.com/thumbs/AOpJlbxcR-ynd7-AREcNHg_pb_x300.png"
"121";"Louis Roederer";"Cristal Brut Champagne (Millésimé) 1986";"Sparkling";"France
·
Champagne";"4.7";"33 ratings";"https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_x300.png"
"122";"Paul Déthune";"Cuvée à l'Ancienne Brut Champagne Grand Cru 'Ambonnay' 2011";"Sparkling";"France
·
Champagne Grand Cru 'Ambonnay'";"4.7";"33 ratings";"https://images.vivino.com/thumbs/r9nj_LmIS3uCHHALZye-FA_pb_x300.png"
"123";"Pol Roger";"Brut Champagne (Extra Cuvée de Réserve) 1988";"Sparkling";"France
·
Champagne";"4.7";"32 ratings";"https://images.vivino.com/thumbs/iRikVkIxTNO-wnY_rRep8Q_pb_x300.png"
"124";"Moët & Chandon";"Grand Vintage Brut Champagne 1988";"Sparkling";"France
·
Champagne";"4.7";"32 ratings";"https://images.vivino.com/thumbs/QRhTyEmKR8Wi_C1N2uqBWg_pb_x300.png"
